statecode,countycode,fipscode,state,county,year,poor_or_fair_health,poor_physical_health_days,poor_mental_health_days,adult_smoking,adult_obesity
0,0,00000,US,United States,2022,0.171051628,3.90735887,4.526981132,0.164925569,0.321
1,0,01000,AL,Alabama,2022,0.214101893,4.814632844,5.618315505,0.21092716,0.363
1,1,01001,AL,Autauga County,2022,0.201,4.510042404,5.419067716,0.197,0.353
1,3,01003,AL,Baldwin County,2022,0.172,4.168866136,5.173915124,0.199,0.296
1,5,01005,AL,Barbour County,2022,0.311,5.884414634,6.109899329,0.278,0.404
1,7,01007,AL,Bibb County,2022,0.25,5.161337369,5.846095721,0.252,0.412
1,9,01009,AL,Blount County,2022,0.232,4.948392657,5.738238349,0.222,0.387
1,11,01011,AL,Bullock County,2022,0.311,5.512430487,5.694070273,0.252,0.438
1,13,01013,AL,Butler County,2022,0.271,5.339867207,5.951548419,0.246,0.397
1,15,01015,AL,Calhoun County,2022,0.237,4.939333114,5.738422295,0.226,0.359
1,17,01017,AL,Chambers County,2022,0.253,5.109041175,5.812173502,0.236,0.395
1,19,01019,AL,Cherokee County,2022,0.237,5.189940043,6.046963395,0.247,0.343
1,21,01021,AL,Chilton County,2022,0.251,5.22881347,5.904244278,0.239,0.392
1,23,01023,AL,Choctaw County,2022,0.273,5.41462262,6.065640613,0.246,0.397
1,25,01025,AL,Clarke County,2022,0.276,5.405571594,6.02230614,0.25,0.444
1,27,01027,AL,Clay County,2022,0.266,5.501971354,6.201694972,0.256,0.371
1,29,01029,AL,Cleburne County,2022,0.229,5.065636778,5.945641982,0.238,0.356
1,31,01031,AL,Coffee County,2022,0.217,4.598728295,5.413572596,0.207,0.346
1,33,01033,AL,Colbert County,2022,0.219,4.783797019,5.67320798,0.215,0.359
1,35,01035,AL,Conecuh County,2022,0.278,5.386447838,5.958203726,0.251,0.41
1,37,01037,AL,Coosa County,2022,0.249,5.077177328,5.808327753,0.237,0.392
1,39,01039,AL,Covington County,2022,0.236,5.105384766,5.948051195,0.247,0.366
1,41,01041,AL,Crenshaw County,2022,0.246,5.118574454,5.887698588,0.24,0.356
1,43,01043,AL,Cullman County,2022,0.221,4.938510028,5.827438327,0.234,0.332
1,45,01045,AL,Dale County,2022,0.23,4.90935025,5.636039736,0.22,0.381
1,47,01047,AL,Dallas County,2022,0.289,5.584382629,6.017799663,0.243,0.474
1,49,01049,AL,DeKalb County,2022,0.273,5.574788499,6.049505841,0.25,0.353
1,51,01051,AL,Elmore County,2022,0.21,4.42551995,5.379246992,0.204,0.358
1,53,01053,AL,Escambia County,2022,0.277,5.489154332,6.031906405,0.246,0.387
1,55,01055,AL,Etowah County,2022,0.23,4.935274241,5.762611703,0.235,0.345
1,57,01057,AL,Fayette County,2022,0.249,5.282419184,6.059814201,0.245,0.371
1,59,01059,AL,Franklin County,2022,0.258,5.156042335,5.682699646,0.228,0.379
1,61,01061,AL,Geneva County,2022,0.249,5.342847909,6.078124877,0.252,0.359
1,63,01063,AL,Greene County,2022,0.356,6.322262488,6.370803911,0.282,0.47
1,65,01065,AL,Hale County,2022,0.288,5.485136731,6.000903161,0.258,0.438
1,67,01067,AL,Henry County,2022,0.234,4.93155698,5.743778295,0.225,0.385
1,69,01069,AL,Houston County,2022,0.233,4.861438039,5.657827589,0.217,0.402
1,71,01071,AL,Jackson County,2022,0.244,5.302244783,6.092416379,0.241,0.386
1,73,01073,AL,Jefferson County,2022,0.191,4.387294611,5.189984868,0.176,0.342
1,75,01075,AL,Lamar County,2022,0.249,5.353016831,6.125509607,0.25,0.364
1,77,01077,AL,Lauderdale County,2022,0.206,4.657040369,5.601759661,0.205,0.327
1,79,01079,AL,Lawrence County,2022,0.249,5.331133426,6.128811171,0.256,0.355
1,81,01081,AL,Lee County,2022,0.201,4.480485932,5.30056337,0.184,0.336
1,83,01083,AL,Limestone County,2022,0.208,4.509398826,5.36691813,0.207,0.337
1,85,01085,AL,Lowndes County,2022,0.315,5.748326156,6.063985115,0.256,0.458
1,87,01087,AL,Macon County,2022,0.281,5.272877902,5.740324358,0.23,0.404
1,89,01089,AL,Madison County,2022,0.179,3.996388342,4.913932349,0.161,0.325
1,91,01091,AL,Marengo County,2022,0.266,5.262700217,5.844386172,0.239,0.436
1,93,01093,AL,Marion County,2022,0.238,5.260331817,6.077314844,0.243,0.359
1,95,01095,AL,Marshall County,2022,0.249,5.064533477,5.702180819,0.223,0.38
1,97,01097,AL,Mobile County,2022,0.225,4.824729972,5.578685438,0.214,0.364
1,99,01099,AL,Monroe County,2022,0.275,5.513098793,6.07442114,0.253,0.411
1,101,01101,AL,Montgomery County,2022,0.229,4.625008671,5.288918447,0.201,0.376
1,103,01103,AL,Morgan County,2022,0.219,4.716101471,5.50005866,0.206,0.345
1,105,01105,AL,Perry County,2022,0.324,5.982238153,6.199909605,0.254,0.462
1,107,01107,AL,Pickens County,2022,0.275,5.28579968,5.79094488,0.234,0.401
1,109,01109,AL,Pike County,2022,0.244,4.965717623,5.670893463,0.206,0.363
1,111,01111,AL,Randolph County,2022,0.238,4.980312234,5.818025799,0.233,0.345
1,113,01113,AL,Russell County,2022,0.253,5.034854181,5.660962357,0.217,0.385
1,115,01115,AL,St. Clair County,2022,0.206,4.687144284,5.637881765,0.231,0.352
1,117,01117,AL,Shelby County,2022,0.156,3.733782916,4.774996887,0.153,0.302
1,119,01119,AL,Sumter County,2022,0.29,5.523190218,5.905974376,0.232,0.435
1,121,01121,AL,Talladega County,2022,0.255,5.214887172,5.901474083,0.25,0.371
1,123,01123,AL,Tallapoosa County,2022,0.242,5.106493939,5.850315664,0.236,0.386
1,125,01125,AL,Tuscaloosa County,2022,0.205,4.549400635,5.379267355,0.202,0.383
1,127,01127,AL,Walker County,2022,0.242,5.25048765,6.075562654,0.259,0.353
1,129,01129,AL,Washington County,2022,0.26,5.458453123,6.118089307,0.246,0.403
1,131,01131,AL,Wilcox County,2022,0.332,6.028263702,6.263591422,0.275,0.454
1,133,01133,AL,Winston County,2022,0.256,5.460680118,6.20128076,0.263,0.383
2,0,02000,AK,Alaska,2022,0.156542592,3.610137389,3.892282978,0.17321776,0.307
2,13,02013,AK,Aleutians East Borough,2022,0.228,4.033202286,3.657541907,0.195,0.315
2,16,02016,AK,Aleutians West Census Area,2022,0.185,3.466688726,3.431208403,0.168,0.277
2,20,02020,AK,Anchorage Borough,2022,0.153,3.41074882,3.857090945,0.153,0.307
2,50,02050,AK,Bethel Census Area,2022,0.341,6.538593452,6.004429134,0.349,0.383
2,60,02060,AK,Bristol Bay Borough,2022,0.187,4.087301939,4.485037797,0.212,0.341
2,68,02068,AK,Denali Borough,2022,0.161,3.653963304,4.054362667,0.178,0.284
2,70,02070,AK,Dillingham Census Area,2022,0.275,5.409331682,5.324151053,0.307,0.357
2,90,02090,AK,Fairbanks North Star Borough,2022,0.159,3.467553271,3.948152164,0.176,0.304
2,100,02100,AK,Haines Borough,2022,0.159,3.706677232,4.210162618,0.179,0.302
2,105,02105,AK,Hoonah-Angoon Census Area,2022,0.209,4.417407934,4.674928382,0.227,0.348
2,110,02110,AK,Juneau Borough,2022,0.147,3.315068162,3.852690229,0.151,0.275
2,122,02122,AK,Kenai Peninsula Borough,2022,0.177,3.871451884,4.339685183,0.199,0.274
2,130,02130,AK,Ketchikan Gateway Borough,2022,0.176,3.755028874,4.201620667,0.195,0.317
2,150,02150,AK,Kodiak Island Borough,2022,0.164,3.4385841,3.798045195,0.165,0.292
2,158,02158,AK,Kusilvak Census Area,2022,0.423,7.79563969,6.69852845,0.43,0.451
2,164,02164,AK,Lake and Peninsula Borough,2022,0.274,5.456548843,5.33293811,0.293,0.371
2,170,02170,AK,Matanuska-Susitna Borough,2022,0.17,3.778459576,4.304558172,0.198,0.32
2,180,02180,AK,Nome Census Area,2022,0.284,5.672048093,5.483815481,0.308,0.418
2,185,02185,AK,North Slope Borough,2022,0.213,4.37404045,4.478781372,0.241,0.351
2,188,02188,AK,Northwest Arctic Borough,2022,0.311,6.050573177,5.672071247,0.343,0.391
2,195,02195,AK,Petersburg Census Area,2022,0.163,3.586789884,4.097710223,0.181,0.282
2,198,02198,AK,Prince of Wales-Hyder Census Area,2022,0.232,4.816493827,4.954594319,0.256,0.37
2,220,02220,AK,Sitka Borough,2022,0.16,3.561061566,4.012772629,0.172,0.289
2,230,02230,AK,Skagway Municipality,2022,0.15,3.432585233,3.991534316,0.168,0.307
2,240,02240,AK,Southeast Fairbanks Census Area,2022,0.187,3.985257502,4.341890938,0.209,0.323
2,261,02261,AK,Valdez-Cordova Census Area,2022,0.156,3.464844266,3.996480519,0.171,0.307
2,275,02275,AK,Wrangell City,2022,0.19,4.109470638,4.554923707,0.214,0.305
2,282,02282,AK,Yakutat Borough,2022,0.207,4.319923781,4.542304514,0.225,0.335
2,290,02290,AK,Yukon-Koyukuk Census Area,2022,0.287,5.698819791,5.509590052,0.309,0.384
4,0,04000,AZ,Arizona,2022,0.183322774,4.042578115,4.681682914,0.156291052,0.319
4,1,04001,AZ,Apache County,2022,0.308,6.635204377,6.521057799,0.239,0.369
4,3,04003,AZ,Cochise County,2022,0.219,4.212019138,4.510591737,0.176,0.339
4,5,04005,AZ,Coconino County,2022,0.175,4.301769744,4.843199673,0.181,0.276
4,7,04007,AZ,Gila County,2022,0.223,4.737923748,5.092239616,0.198,0.312
4,9,04009,AZ,Graham County,2022,0.227,4.558816726,4.751646172,0.174,0.368
4,11,04011,AZ,Greenlee County,2022,0.211,4.109297607,4.374644354,0.152,0.358
4,12,04012,AZ,La Paz County,2022,0.263,5.001936598,5.067420167,0.195,0.37
4,13,04013,AZ,Maricopa County,2022,0.18,3.804155893,4.278638149,0.143,0.31
4,15,04015,AZ,Mohave County,2022,0.212,4.479404641,4.955627662,0.21,0.323
4,17,04017,AZ,Navajo County,2022,0.263,5.670866665,5.826355699,0.207,0.378
4,19,04019,AZ,Pima County,2022,0.195,3.965445733,4.310159952,0.143,0.308
4,21,04021,AZ,Pinal County,2022,0.204,4.127728356,4.495255482,0.174,0.346
4,23,04023,AZ,Santa Cruz County,2022,0.287,4.759520616,4.494819365,0.145,0.371
4,25,04025,AZ,Yavapai County,2022,0.176,3.959907698,4.611164499,0.172,0.278
4,27,04027,AZ,Yuma County,2022,0.272,4.709125652,4.592994676,0.151,0.384
5,0,05000,AR,Arkansas,2022,0.240685354,5.021740937,5.568396458,0.211043026,0.38
5,1,05001,AR,Arkansas County,2022,0.256,5.233747487,5.796419614,0.237,0.368
5,3,05003,AR,Ashley County,2022,0.272,5.365821028,5.84738284,0.242,0.391
5,5,05005,AR,Baxter County,2022,0.21,4.925779802,5.709324553,0.223,0.32
5,7,05007,AR,Benton County,2022,0.202,4.274509507,4.904238547,0.164,0.298
5,9,05009,AR,Boone County,2022,0.227,5.057079906,5.808238915,0.226,0.324
5,11,05011,AR,Bradley County,2022,0.281,5.364470302,5.607127149,0.226,0.383
5,13,05013,AR,Calhoun County,2022,0.253,5.233411098,5.773024782,0.233,0.389
5,15,05015,AR,Carroll County,2022,0.237,4.936816195,5.389969978,0.202,0.339
5,17,05017,AR,Chicot County,2022,0.316,5.851982158,5.902460581,0.252,0.446
5,19,05019,AR,Clark County,2022,0.23,4.905034147,5.522197892,0.205,0.401
5,21,05021,AR,Clay County,2022,0.264,5.560220015,6.130689015,0.25,0.376
5,23,05023,AR,Cleburne County,2022,0.224,4.969350795,5.737077639,0.244,0.357
5,25,05025,AR,Cleveland County,2022,0.243,5.291221055,5.904267523,0.239,0.389
5,27,05027,AR,Columbia County,2022,0.271,5.44012584,5.876324194,0.244,0.425
5,29,05029,AR,Conway County,2022,0.245,5.234810502,5.822594408,0.232,0.352
5,31,05031,AR,Craighead County,2022,0.227,4.824563732,5.48825758,0.216,0.396
5,33,05033,AR,Crawford County,2022,0.248,5.207950392,5.763646228,0.227,0.378
5,35,05035,AR,Crittenden County,2022,0.282,5.464336883,5.833583592,0.239,0.426
5,37,05037,AR,Cross County,2022,0.254,5.289500509,5.865908244,0.246,0.386
5,39,05039,AR,Dallas County,2022,0.265,5.2131219,5.693798625,0.235,0.407
5,41,05041,AR,Desha County,2022,0.321,5.935503964,6.068612308,0.262,0.427
5,43,05043,AR,Drew County,2022,0.241,5.086810761,5.6461465,0.215,0.388
5,45,05045,AR,Faulkner County,2022,0.211,4.692138235,5.412867974,0.2,0.374
5,47,05047,AR,Franklin County,2022,0.265,5.645218504,6.14459885,0.261,0.37
5,49,05049,AR,Fulton County,2022,0.268,5.791154534,6.296501193,0.26,0.371
5,51,05051,AR,Garland County,2022,0.231,4.984322141,5.621727877,0.21,0.362
5,53,05053,AR,Grant County,2022,0.208,4.766714294,5.573387504,0.213,0.346
5,55,05055,AR,Greene County,2022,0.231,5.117331428,5.818132563,0.238,0.342
5,57,05057,AR,Hempstead County,2022,0.279,5.36313426,5.677661694,0.224,0.393
5,59,05059,AR,Hot Spring County,2022,0.24,5.210952972,5.786483812,0.227,0.368
5,61,05061,AR,Howard County,2022,0.27,5.349266252,5.739527006,0.217,0.423
5,63,05063,AR,Independence County,2022,0.238,5.173936155,5.792429177,0.224,0.351
5,65,05065,AR,Izard County,2022,0.236,5.210277796,5.80782778,0.24,0.35
5,67,05067,AR,Jackson County,2022,0.291,5.909555047,6.25632142,0.265,0.385
5,69,05069,AR,Jefferson County,2022,0.271,5.303555676,5.662523925,0.24,0.415
5,71,05071,AR,Johnson County,2022,0.289,5.697746427,5.933255714,0.248,0.371
5,73,05073,AR,Lafayette County,2022,0.294,5.746976519,6.062230746,0.26,0.399
5,75,05075,AR,Lawrence County,2022,0.244,5.326597456,6.008346662,0.24,0.383
5,77,05077,AR,Lee County,2022,0.306,5.721975794,5.821308794,0.254,0.421
5,79,05079,AR,Lincoln County,2022,0.276,5.392977016,5.621828065,0.248,0.41
5,81,05081,AR,Little River County,2022,0.247,5.220523371,5.810061796,0.229,0.389
5,83,05083,AR,Logan County,2022,0.252,5.356170687,5.946865286,0.238,0.379
5,85,05085,AR,Lonoke County,2022,0.208,4.670522723,5.455664832,0.212,0.355
5,87,05087,AR,Madison County,2022,0.256,5.469829097,5.9783459,0.244,0.376
5,89,05089,AR,Marion County,2022,0.23,5.198257448,5.875756592,0.229,0.358
5,91,05091,AR,Miller County,2022,0.251,5.255213996,5.784639131,0.222,0.388
5,93,05093,AR,Mississippi County,2022,0.286,5.600936769,5.968255381,0.254,0.412
5,95,05095,AR,Monroe County,2022,0.3,5.742461687,6.06318547,0.259,0.423
5,97,05097,AR,Montgomery County,2022,0.262,5.547174214,6.061982417,0.25,0.371
5,99,05099,AR,Nevada County,2022,0.252,5.210221215,5.71411137,0.23,0.387
5,101,05101,AR,Newton County,2022,0.222,5.012341575,5.749711625,0.22,0.36
5,103,05103,AR,Ouachita County,2022,0.283,5.54577944,5.941288349,0.242,0.392
5,105,05105,AR,Perry County,2022,0.242,5.275064281,5.923638013,0.238,0.364
5,107,05107,AR,Phillips County,2022,0.33,6.167785083,6.251428808,0.258,0.452
5,109,05109,AR,Pike County,2022,0.243,5.18404975,5.750656311,0.228,0.378
5,111,05111,AR,Poinsett County,2022,0.266,5.518113341,6.089142616,0.256,0.388
5,113,05113,AR,Polk County,2022,0.262,5.623088986,6.060309739,0.245,0.353
5,115,05115,AR,Pope County,2022,0.24,5.148753554,5.667026874,0.208,0.361
5,117,05117,AR,Prairie County,2022,0.241,5.174933267,5.855294478,0.232,0.368
5,119,05119,AR,Pulaski County,2022,0.217,4.608265146,5.189353353,0.196,0.349
5,121,05121,AR,Randolph County,2022,0.265,5.643750586,6.183850423,0.251,0.388
5,123,05123,AR,St. Francis County,2022,0.308,5.691576779,5.728341703,0.246,0.424
5,125,05125,AR,Saline County,2022,0.187,4.298840875,5.162880858,0.171,0.34
5,127,05127,AR,Scott County,2022,0.286,5.729235427,6.091333925,0.254,0.376
5,129,05129,AR,Searcy County,2022,0.269,5.695468176,6.198876106,0.258,0.387
5,131,05131,AR,Sebastian County,2022,0.248,5.117173498,5.524357883,0.198,0.332
5,133,05133,AR,Sevier County,2022,0.285,5.406650092,5.474137239,0.203,0.39
5,135,05135,AR,Sharp County,2022,0.276,5.850554404,6.314303354,0.273,0.388
5,137,05137,AR,Stone County,2022,0.266,5.658842915,6.19986553,0.254,0.385
5,139,05139,AR,Union County,2022,0.244,5.051072867,5.60291287,0.214,0.375
5,141,05141,AR,Van Buren County,2022,0.257,5.541951467,6.073834363,0.253,0.391
5,143,05143,AR,Washington County,2022,0.221,4.726525607,5.217514104,0.186,0.339
5,145,05145,AR,White County,2022,0.237,5.094657719,5.755902064,0.233,0.367
5,147,05147,AR,Woodruff County,2022,0.279,5.626309822,6.072569642,0.253,0.413
5,149,05149,AR,Yell County,2022,0.287,5.615624922,5.775312141,0.231,0.404
6,0,06000,CA,California,2022,0.177523294,3.691356716,3.858017715,0.100907577,0.262
6,1,06001,CA,Alameda County,2022,0.155,3.220198887,3.611980566,0.1,0.235
6,3,06003,CA,Alpine County,2022,0.196,4.414649882,4.757551469,0.16,0.299
6,5,06005,CA,Amador County,2022,0.174,3.962629931,4.429201176,0.142,0.294
6,7,06007,CA,Butte County,2022,0.186,4.274585806,4.688990024,0.146,0.317
6,9,06009,CA,Calaveras County,2022,0.173,4.018354396,4.620142927,0.15,0.301
6,11,06011,CA,Colusa County,2022,0.246,4.417054651,4.398108555,0.135,0.323
6,13,06013,CA,Contra Costa County,2022,0.159,3.3553341,3.78594764,0.1,0.239
6,15,06015,CA,Del Norte County,2022,0.23,4.725277039,4.867465988,0.176,0.334
6,17,06017,CA,El Dorado County,2022,0.142,3.529328091,4.1929637,0.123,0.26
6,19,06019,CA,Fresno County,2022,0.257,4.632121382,4.483756805,0.143,0.376
6,21,06021,CA,Glenn County,2022,0.241,4.632304589,4.683871702,0.152,0.323
6,23,06023,CA,Humboldt County,2022,0.186,4.396204853,4.859044132,0.154,0.28
6,25,06025,CA,Imperial County,2022,0.288,4.877507685,4.455969119,0.133,0.359
6,27,06027,CA,Inyo County,2022,0.178,3.919381393,4.371366559,0.136,0.28
6,29,06029,CA,Kern County,2022,0.268,4.780866932,4.618917647,0.151,0.355
6,31,06031,CA,Kings County,2022,0.258,4.616668279,4.474569126,0.143,0.353
6,33,06033,CA,Lake County,2022,0.218,4.608614054,4.904521693,0.165,0.323
6,35,06035,CA,Lassen County,2022,0.215,4.417224961,4.596607396,0.165,0.306
6,37,06037,CA,Los Angeles County,2022,0.218,3.977683055,4.050294276,0.109,0.278
6,39,06039,CA,Madera County,2022,0.264,4.766955292,4.656901872,0.141,0.327
6,41,06041,CA,Marin County,2022,0.124,3.046588547,3.651798696,0.095,0.225
6,43,06043,CA,Mariposa County,2022,0.176,4.144944932,4.660790472,0.148,0.277
6,45,06045,CA,Mendocino County,2022,0.2,4.329519659,4.627371749,0.148,0.308
6,47,06047,CA,Merced County,2022,0.272,4.833613476,4.608844101,0.144,0.346
6,49,06049,CA,Modoc County,2022,0.214,4.635674203,5.005974911,0.172,0.312
6,51,06051,CA,Mono County,2022,0.173,3.824437017,4.250183343,0.129,0.29
6,53,06053,CA,Monterey County,2022,0.236,4.260061362,4.240179106,0.12,0.321
6,55,06055,CA,Napa County,2022,0.164,3.519682461,3.90747107,0.108,0.286
6,57,06057,CA,Nevada County,2022,0.145,3.653127835,4.334334002,0.124,0.251
6,59,06059,CA,Orange County,2022,0.174,3.496248889,3.803986194,0.104,0.245
6,61,06061,CA,Placer County,2022,0.136,3.335843754,3.997927976,0.11,0.246
6,63,06063,CA,Plumas County,2022,0.158,3.891003031,4.57111758,0.14,0.289
6,65,06065,CA,Riverside County,2022,0.219,4.095336494,4.201452872,0.125,0.334
6,67,06067,CA,Sacramento County,2022,0.181,3.9335507,4.266890057,0.133,0.278
6,69,06069,CA,San Benito County,2022,0.209,3.941397704,4.063829986,0.117,0.301
6,71,06071,CA,San Bernardino County,2022,0.235,4.24698128,4.262172007,0.132,0.333
6,73,06073,CA,San Diego County,2022,0.169,3.627223441,3.953512914,0.11,0.241
6,75,06075,CA,San Francisco County,2022,0.137,3.025853995,3.474524112,0.093,0.164
6,77,06077,CA,San Joaquin County,2022,0.227,4.259072356,4.340082035,0.139,0.319
6,79,06079,CA,San Luis Obispo County,2022,0.16,3.689108293,4.174230379,0.119,0.262
6,81,06081,CA,San Mateo County,2022,0.136,3.016911902,3.443239532,0.092,0.206
6,83,06083,CA,Santa Barbara County,2022,0.197,3.926778312,4.115287288,0.117,0.273
6,85,06085,CA,Santa Clara County,2022,0.142,2.98929287,3.354822442,0.087,0.213
6,87,06087,CA,Santa Cruz County,2022,0.176,3.748861061,4.104982111,0.114,0.293
6,89,06089,CA,Shasta County,2022,0.178,4.258116348,4.815804497,0.161,0.278
6,91,06091,CA,Sierra County,2022,0.184,4.23591286,4.737727772,0.153,0.296
6,93,06093,CA,Siskiyou County,2022,0.193,4.40229468,4.864003624,0.156,0.313
6,95,06095,CA,Solano County,2022,0.176,3.692325134,4.065858096,0.119,0.307
6,97,06097,CA,Sonoma County,2022,0.157,3.589015974,4.069445444,0.114,0.271
6,99,06099,CA,Stanislaus County,2022,0.239,4.405696198,4.476559313,0.142,0.308
6,101,06101,CA,Sutter County,2022,0.221,4.369752092,4.527405229,0.147,0.291
6,103,06103,CA,Tehama County,2022,0.228,4.813370459,4.991477382,0.166,0.351
6,105,06105,CA,Trinity County,2022,0.196,4.586007992,5.06609203,0.174,0.3
6,107,06107,CA,Tulare County,2022,0.28,5.013942157,4.706971154,0.149,0.357
6,109,06109,CA,Tuolumne County,2022,0.178,4.039448623,4.573609696,0.15,0.28
6,111,06111,CA,Ventura County,2022,0.178,3.632626638,3.930642505,0.106,0.275
6,113,06113,CA,Yolo County,2022,0.19,3.898524247,4.155602936,0.122,0.299
6,115,06115,CA,Yuba County,2022,0.21,4.381804627,4.647182505,0.148,0.313
8,0,08000,CO,Colorado,2022,0.137252307,3.295739046,4.02700512,0.135658011,0.236
8,1,08001,CO,Adams County,2022,0.18,3.737348435,4.055221589,0.15,0.309
8,3,08003,CO,Alamosa County,2022,0.228,4.452020496,4.44588413,0.165,0.292
8,5,08005,CO,Arapahoe County,2022,0.138,3.171538344,3.791049235,0.131,0.246
8,7,08007,CO,Archuleta County,2022,0.144,3.432580372,4.020730506,0.142,0.249
8,9,08009,CO,Baca County,2022,0.191,4.337967111,4.820643255,0.195,0.305
8,11,08011,CO,Bent County,2022,0.261,4.920317122,4.618144634,0.214,0.335
8,13,08013,CO,Boulder County,2022,0.119,3.008905277,3.711310188,0.111,0.199
8,14,08014,CO,Broomfield County,2022,0.104,2.754348318,3.526343807,0.107,0.245
8,15,08015,CO,Chaffee County,2022,0.142,3.48281047,4.122450233,0.155,0.25
8,17,08017,CO,Cheyenne County,2022,0.155,3.730131784,4.387010326,0.172,0.274
8,19,08019,CO,Clear Creek County,2022,0.117,3.106086144,3.888033793,0.137,0.232
8,21,08021,CO,Conejos County,2022,0.235,4.383493119,4.337197499,0.161,0.322
8,23,08023,CO,Costilla County,2022,0.279,4.958889367,4.569028756,0.173,0.327
8,25,08025,CO,Crowley County,2022,0.246,4.651511332,4.394513916,0.207,0.319
8,27,08027,CO,Custer County,2022,0.135,3.441885331,4.185545382,0.154,0.249
8,29,08029,CO,Delta County,2022,0.189,4.256224125,4.667207982,0.194,0.297
8,31,08031,CO,Denver County,2022,0.157,3.328681542,3.788961962,0.132,0.222
8,33,08033,CO,Dolores County,2022,0.146,3.695374313,4.460952751,0.175,0.254
8,35,08035,CO,Douglas County,2022,0.089,2.603033745,3.460765786,0.098,0.214
8,37,08037,CO,Eagle County,2022,0.139,3.169495818,3.700423676,0.121,0.226
8,39,08039,CO,Elbert County,2022,0.119,3.167699152,4.01835525,0.141,0.239
8,41,08041,CO,El Paso County,2022,0.153,3.391765548,4.026335308,0.142,0.246
8,43,08043,CO,Fremont County,2022,0.18,4.043511228,4.409579695,0.186,0.278
8,45,08045,CO,Garfield County,2022,0.152,3.499315477,4.019227472,0.145,0.24
8,47,08047,CO,Gilpin County,2022,0.112,3.021681069,3.850136552,0.132,0.234
8,49,08049,CO,Grand County,2022,0.136,3.401866152,4.111506786,0.156,0.26
8,51,08051,CO,Gunnison County,2022,0.126,3.323948811,4.011792881,0.136,0.236
8,53,08053,CO,Hinsdale County,2022,0.126,3.256829484,4.05692502,0.143,0.24
8,55,08055,CO,Huerfano County,2022,0.18,3.829878546,4.153011073,0.152,0.285
8,57,08057,CO,Jackson County,2022,0.159,3.809111525,4.440358616,0.172,0.264
8,59,08059,CO,Jefferson County,2022,0.122,3.05333133,3.77374622,0.135,0.245
8,61,08061,CO,Kiowa County,2022,0.164,4.068129547,4.739563708,0.186,0.282
8,63,08063,CO,Kit Carson County,2022,0.173,3.933312924,4.484924576,0.177,0.278
8,65,08065,CO,Lake County,2022,0.191,3.928033652,4.210607265,0.16,0.276
8,67,08067,CO,La Plata County,2022,0.129,3.287417927,4.024404959,0.142,0.231
8,69,08069,CO,Larimer County,2022,0.123,3.245972384,3.991464861,0.139,0.243
8,71,08071,CO,Las Animas County,2022,0.204,4.091352653,4.238435263,0.158,0.273
8,73,08073,CO,Lincoln County,2022,0.182,4.037540587,4.424050257,0.192,0.287
8,75,08075,CO,Logan County,2022,0.176,4.013023884,4.377850724,0.185,0.296
8,77,08077,CO,Mesa County,2022,0.159,3.816964668,4.421340367,0.179,0.289
8,79,08079,CO,Mineral County,2022,0.12,3.221223278,3.987164259,0.134,0.242
8,81,08081,CO,Moffat County,2022,0.176,4.042524317,4.587294251,0.187,0.273
8,83,08083,CO,Montezuma County,2022,0.176,4.086596516,4.627571089,0.184,0.256
8,85,08085,CO,Montrose County,2022,0.171,3.880544787,4.374653623,0.17,0.256
8,87,08087,CO,Morgan County,2022,0.204,4.115260256,4.361399337,0.167,0.33
8,89,08089,CO,Otero County,2022,0.228,4.536108854,4.568670496,0.173,0.344
8,91,08091,CO,Ouray County,2022,0.109,2.988219719,3.837820564,0.126,0.23
8,93,08093,CO,Park County,2022,0.127,3.342323219,4.15080317,0.157,0.248
8,95,08095,CO,Phillips County,2022,0.172,3.856686587,4.380087569,0.167,0.274
8,97,08097,CO,Pitkin County,2022,0.102,2.732982561,3.511109232,0.11,0.213
8,99,08099,CO,Prowers County,2022,0.203,4.165441276,4.379295399,0.165,0.293
8,101,08101,CO,Pueblo County,2022,0.199,4.042205574,4.242832967,0.179,0.306
8,103,08103,CO,Rio Blanco County,2022,0.155,3.790623576,4.468639576,0.173,0.262
8,105,08105,CO,Rio Grande County,2022,0.203,4.065067943,4.221216707,0.156,0.28
8,107,08107,CO,Routt County,2022,0.119,3.133067397,3.931159974,0.135,0.219
8,109,08109,CO,Saguache County,2022,0.217,4.332481677,4.48820633,0.172,0.315
8,111,08111,CO,San Juan County,2022,0.139,3.418458044,4.046422708,0.149,0.256
8,113,08113,CO,San Miguel County,2022,0.113,2.989947377,3.717755323,0.118,0.226
8,115,08115,CO,Sedgwick County,2022,0.187,4.264461433,4.714666939,0.189,0.283
8,117,08117,CO,Summit County,2022,0.12,3.045419568,3.747867488,0.125,0.209
8,119,08119,CO,Teller County,2022,0.123,3.243634697,4.061260856,0.144,0.243
8,121,08121,CO,Washington County,2022,0.163,3.948909583,4.589539219,0.182,0.265
8,123,08123,CO,Weld County,2022,0.158,3.611115747,4.096503079,0.148,0.282
8,125,08125,CO,Yuma County,2022,0.176,3.972263842,4.404322288,0.169,0.253
9,0,09000,CT,Connecticut,2022,0.143007968,3.425759695,3.918915347,0.126248042,0.291
9,1,09001,CT,Fairfield County,2022,0.133,3.170147203,3.844043514,0.109,0.244
9,3,09003,CT,Hartford County,2022,0.15,3.423335655,4.079078138,0.132,0.303
9,5,09005,CT,Litchfield County,2022,0.125,3.303945457,4.237779368,0.14,0.28
